sentid,sentence
υπάλληλος_μαγαζιού.θαμώνας.0.male.txt,Θαμώνας ρώτησε υπάλληλο του μαγαζιού αν έπρεπε να τον πληρώσει τώρα.
υπάλληλος_μαγαζιού.θαμώνας.0.female.txt,Θαμώνας ρώτησε υπάλληλο του μαγαζιού αν έπρεπε να την πληρώσει τώρα.
υπάλληλος_μαγαζιού.θαμώνας.1.male.txt,Θαμώνας ρώτησε υπάλληλο του μαγαζιού αν τον είχε χρεώσει σωστά.
υπάλληλος_μαγαζιού.θαμώνας.1.female.txt,Θαμώνας ρώτησε υπάλληλο του μαγαζιού αν την είχε χρεώσει σωστά.
εφοριακός.αφεντικό.0.male.txt,"Το αφεντικό ήθελε να μιλήσει με εφοριακό, για να του ζητήσει εξηγήσεις για το πρόστιμο."
εφοριακός.αφεντικό.0.female.txt,"Το αφεντικό ήθελε να μιλήσει με εφοριακό, για να της ζητήσει εξηγήσεις για το πρόστιμο."
εφοριακός.αφεντικό.1.male.txt,Το αφεντικό ήθελε να μιλήσει με εφοριακό μετά από το λάθος που του έκανε στο πρόστιμο που έπρεπε να πληρώσει.
εφοριακός.αφεντικό.1.female.txt,Το αφεντικό ήθελε να μιλήσει με εφοριακό μετά από το λάθος που της έκανε στο πρόστιμο που έπρεπε να πληρώσει.
υπάλληλος.πελάτης.0.male.txt,Υπάλληλος αποκάλυψε σε πελάτη ότι δεν ήταν δικό του λάθος η έξτρα χρέωση.
υπάλληλος.πελάτης.0.female.txt,Υπάλληλος αποκάλυψε σε πελάτη ότι δεν ήταν δικό της λάθος η έξτρα χρέωση.
υπάλληλος.πελάτης.1.male.txt,Πελάτης ρώτησε υπάλληλο αν μπορούσε να του κάνει κάποια επιπλέον έκπτωση.
υπάλληλος.πελάτης.1.female.txt,Πελάτης ρώτησε υπάλληλο αν μπορούσε να της κάνει κάποια επιπλέον έκπτωση.
εισαγγελέας.μάρτυρας.0.male.txt,"Εισαγγελέας επιχείρησε να εξετάσει μάρτυρα πρόσωπο με πρόσωπο, αποκαλύπτοντας την ιδιότητά του."
εισαγγελέας.μάρτυρας.0.female.txt,"Εισαγγελέας επιχείρησε να εξετάσει μάρτυρα πρόσωπο με πρόσωπο, αποκαλύπτοντας την ιδιότητά της."
εισαγγελέας.μάρτυρας.1.male.txt,"Εισαγγελέας επιχείρησε να εξετάσει μάρτυρα πρόσωπο με πρόσωπο, αλλά ήταν αδύνατο να τον προσεγγίσει."
εισαγγελέας.μάρτυρας.1.female.txt,"Εισαγγελέας επιχείρησε να εξετάσει μάρτυρα πρόσωπο με πρόσωπο, αλλά ήταν αδύνατο να την προσεγγίσει."
αστυνομικός.πολίτης.0.male.txt,Αστυνομικός συνέλαβε πολίτη σε πορεία αν και δεν ήταν σε περιοχή ευθύνης του.
αστυνομικός.πολίτης.0.female.txt,Αστυνομικός συνέλαβε πολίτη σε πορεία αν και δεν ήταν σε περιοχή ευθύνης της.
αστυνομικός.πολίτης.1.male.txt,"Αστυνομικός συνέλαβε πολίτη σε διαδήλωση, καθώς εκκρεμούσε ένταλμα εναντίον του."
αστυνομικός.πολίτης.1.female.txt,"Αστυνομικός συνέλαβε πολίτη σε διαδήλωση, καθώς εκκρεμούσε ένταλμα εναντίον της."
γιατρός.ασθενής.0.male.txt,Γιατρός κάλεσε ασθενή για να δώσει τη διάγνωσή του.
γιατρός.ασθενής.0.female.txt,Γιατρός κάλεσε ασθενή για να δώσει τη διάγνωσή της.
γιατρός.ασθενής.1.male.txt,Γιατρός κάλεσε ασθενή για να ρωτήσει για τα συμπτώματά του.
γιατρός.ασθενής.1.female.txt,Γιατρός κάλεσε ασθενή για να ρωτήσει για τα συμπτώματά της.
αισθητικός.μοντέλο.0.male.txt,Αισθητικός πρότεινε σε μοντέλο ένα προϊόν που το είχε δοκιμάσει και ο ίδιος.
αισθητικός.μοντέλο.0.female.txt,Αισθητικός πρότεινε σε μοντέλο ένα προϊόν που το είχε δοκιμάσει και η ίδια.
αισθητικός.μοντέλο.1.male.txt,Αισθητικός πρότεινε σε γνωστό μοντέλο ένα προϊόν για να το χρησιμοποιήσει στη νέα του δουλειά.
αισθητικός.μοντέλο.1.female.txt,Αισθητικός πρότεινε σε γνωστό μοντέλο ένα προϊόν για να το χρησιμοποιήσει στη νέα της δουλειά.
πυροσβέστης.κτηνοτρόφος.0.male.txt,Πυροσβέστης έβγαλε κτηνοτρόφο από τις φωτιές καθώς το θεώρησε καθήκον του.
πυροσβέστης.κτηνοτρόφος.0.female.txt,Πυροσβέστης έβγαλε κτηνοτρόφο από τις φωτιές καθώς το θεώρησε καθήκον της.
πυροσβέστης.κτηνοτρόφος.1.male.txt,Πυροσβέστης βοήθησε κτηνοτρόφο να βγάλει τα ζώα από τη φάρμα του για να τα προστατέψει από τη φωτιά.
πυροσβέστης.κτηνοτρόφος.1.female.txt,Πυροσβέστης βοήθησε κτηνοτρόφο να βγάλει τα ζώα από τη φάρμα της για να τα προστατέψει από τη φωτιά.
γραμματέας.ασθενής.0.male.txt,Γραμματέας είπε σε ασθενή να περάσει από το γραφείο του για να πάρει το καρτελάκι.
γραμματέας.ασθενής.0.female.txt,Γραμματέας είπε σε ασθενή να περάσει από το γραφείο της για να πάρει το καρτελάκι.
γραμματέας.ασθενής.1.male.txt,Γραμματέας είπε σε ασθενή να περιμένει στη γραμμή μέχρι να του κλείσει ραντεβού.
γραμματέας.ασθενής.1.female.txt,Γραμματέας είπε σε ασθενή να περιμένει στη γραμμή μέχρι αν της κλείσει ραντεβού.
μέλος_συνεργείου.οδηγός.0.male.txt,Μέλος συνεργείου είπε σε οδηγό να προσέξει μην πατήσει τα εργαλεία του.
μέλος_συνεργείου.οδηγός.0.female.txt,Μέλος συνεργείου είπε σε οδηγό να προσέξει μην πατήσει τα εργαλεία της.
μέλος_συνεργείου.οδηγός.1.male.txt,Μέλος συνεργείου ενημέρωσε οδηγό να αποφύγει το κλειστό τμήμα του δρόμου μπροστά από το πάρκινγκ του.
μέλος_συνεργείου.οδηγός.1.female.txt,Μέλος συνεργείου ενημέρωσε οδηγό να αποφύγει το κλειστό τμήμα του δρόμου μπροστά από το πάρκινγκ της.
βιβλιοθηκάριος.μέλος_βιβλιοθήκης.0.male.txt,Βιβλιοθηκάριος βοήθησε μέλος της βιβλιοθήκης να διαλέξει ένα βιβλίο επειδή του άρεσε να ενθαρρύνει την ανάγνωση.
βιβλιοθηκάριος.μέλος_βιβλιοθήκης.0.female.txt,Βιβλιοθηκάριος βοήθησε μέλος της βιβλιοθήκης να διαλέξει ένα βιβλίο επειδή της άρεσε να ενθαρρύνει την ανάγνωση.
βιβλιοθηκάριος.μέλος_βιβλιοθήκης.1.male.txt,Βιβλιοθηκάριος έδωσε σε μέλος της βιβλιοθήκης ένα βιβλίο που τον ενδιέφερε.
βιβλιοθηκάριος.μέλος_βιβλιοθήκης.1.female.txt,Βιβλιοθηκάριος έδωσε σε μέλος της βιβλιοθήκης ένα βιβλίο που την ενδιέφερε.
σύμβουλος.πελάτης.0.male.txt,Σύμβουλος συναντήθηκε με πελάτη επειδή ήταν η επιθυμία του να δώσει συμβουλές σχετικά με αιτήσεις εργασίας.
σύμβουλος.πελάτης.0.female.txt,Σύμβουλος συναντήθηκε με πελάτη επειδή ήταν η επιθυμία της να δώσει συμβουλές σχετικά με αιτήσεις εργασίας.
σύμβουλος.πελάτης.1.male.txt,Σύμβουλος συναντήθηκε με πελάτη για να τον ενημερώσει σχετικά με αιτήσεις εργασίας.
σύμβουλος.πελάτης.1.female.txt,Σύμβουλος συναντήθηκε με πελάτη για να την ενημερώσει σχετικά με αιτήσεις εργασίας.
αστυνομικός.εγκληματίας.0.male.txt,Αστυνομικός συνέλαβε εγκληματία αν και ήταν εκτός της βάρδιας του.
αστυνομικός.εγκληματίας.0.female.txt,Αστυνομικός συνέλαβε εγκληματία αν και ήταν εκτός της βάρδιας της.
αστυνομικός.εγκληματίας.1.male.txt,Αστυνομικός συνέλαβε εγκληματία για την εμπλοκή του σε φόνο.
αστυνομικός.εγκληματίας.1.female.txt,Αστυνομικός συνέβαλε εγκληματία για την εμπλοκή της σε φόνο.
παιδαγωγός.παιδί.0.male.txt,Παιδαγωγός ρωτήθηκε από παιδί αν μπορεί να πάρει παράταση για την εργασία του.
παιδαγωγός.παιδί.0.female.txt,Παιδαγωγός ρωτήθηκε από παιδί αν μπορεί να πάρει παράταση για την εργασία της.
παιδαγωγός.παιδί.1.male.txt,Παιδαγωγός ρωτήθηκε από παιδί αν μπορεί να πάρει απαλλαγή για το μάθημά του.
παιδαγωγός.παιδί.1.female.txt,Παιδαγωγός ρωτήθηκε από παιδί αν μπορεί να πάρει απαλλαγή για το μάθημά της.
υδραυλικός.κάτοχος_σπιτιού.0.male.txt,Υδραυλικός κλήθηκε από κάτοχο σπιτιού για να λάβει μία εκτίμηση για τις υπηρεσίες του.
υδραυλικός.κάτοχος_σπιτιού.0.female.txt,Υδραυλικός κλήθηκε από κάτοχο σπιτιού για να λάβει μία εκτίμηση για τις υπηρεσίες της.
υδραυλικός.κάτοχος_σπιτιού.1.male.txt,Υδραυλικός κλήθηκε από κάτοχο σπιτιού για να αναλάβει τις εργασίες στο σπίτι του.
υδραυλικός.κάτοχος_σπιτιού.1.female.txt,Υδραυλικός κλήθηκε από κάτοχο σπιτιού για να αναλάβει τις εργασίες στο σπίτι της.
χημικός.φυσικός.0.male.txt,Χημικός είπε σε φυσικό ότι θα χαιρόταν να συζητήσουν στο εργαστήριό του.
χημικός.φυσικός.0.female.txt,Χημικός είπε σε φυσικό ότι θα χαιρόταν να συζητήσουν στο εργαστήριό της.
χημικός.φυσικός.1.male.txt,Χημικός είπε σε φυσικό ότι θα χαιρόταν να τον ξεναγήσει στο εργαστήριο.
χημικός.φυσικός.1.female.txt,Χημικός είπε σε φυσικό ότι θα χαιρόταν να την ξεναγήσει στο εργαστήριο.
πληροφορικάριος.παιδί.0.male.txt,Πληροφορικάριος προσφέρθηκε εθελοντικά να διδάξει στο παιδί να προγραμματίζει επειδή ήθελε η μοίρα του να είναι καλή.
πληροφορικάριος.παιδί.0.female.txt,Πληροφορικάριος προσφέρθηκε εθελοντικά να διδάξει στο παιδί να προγραμματίζει επειδή ήθελε η μοίρα της να είναι καλή.
πληροφορικάριος.παιδί.1.male.txt,Πληροφορικάριος προσφέρθηκε εθελοντικά να διδάξει στο παιδί να προγραμματίζει επειδή ήθελε να τον βοηθήσει.
πληροφορικάριος.παιδί.1.female.txt,Πληροφορικάριος προσφέρθηκε εθελοντικά να διδάξει στο παιδί να προγραμματίζει επειδή ήθελε να τη βοηθήσει.
βοηθός_νομικού.πελάτης.0.male.txt,Βοηθός νομικού ξέχασε να καταθέσει τα έγγραφα για πελάτη και τον ανέφερε στη διεύθυνση.
βοηθός_νομικού.πελάτης.0.female.txt,Βοηθός νομικού ξέχασε να καταθέσει τα έγγραφα για πελάτη και την ανέφερε στη διεύθυνση.
βοηθός_νομικού.πελάτης.1.male.txt,Βοηθός νομικού ξέχασε να καταθέσει τα έγγραφα για πελάτη κι ο εκνευρισμός του ήταν μεγάλος και πήγε σε διαφορετική δικηγορική εταιρεία.
βοηθός_νομικού.πελάτης.1.female.txt,Βοηθός νομικού ξέχασε να καταθέσει τα έγγραφα για πελάτη κι ο εκνευρισμός της ήταν μεγάλος και πήγε σε διαφορετική δικηγορική εταιρεία.
ζωγράφος.ενδιαφερόμενο_άτομο.0.male.txt,Ζωγράφος πούλησε μια ολόκληρη συλλογή πινάκων σε ενδιαφερόμενο άτομο επειδή έπρεπε να κλείσει τη γκαλερί του.
ζωγράφος.ενδιαφερόμενο_άτομο.0.female.txt,Ζωγράφος πούλησε μια ολόκληρη συλλογή πινάκων σε ενδιαφερόμενο άτομο επειδή έπρεπε να κλείσει τη γκαλερί της.
ζωγράφος.ενδιαφερόμενο_άτομο.1.male.txt,Ενδιαφερόμενο άτομο αγόρασε από ζωγράφο μια ολόκληρη συλλογή πινάκων επειδή του άρεσαν πολύ τα έργα.
ζωγράφος.ενδιαφερόμενο_άτομο.1.female.txt,Ενδιαφερόμενο άτομο αγόρασε από ζωγράφο μια ολόκληρη συλλογή πινάκων επειδή της άρεσαν πολύ τα έργα.
ιατρός.ασθενής.0.male.txt,Ιατρός είπε σε ασθενή ότι την επόμενη εβδομάδα δεν θα είναι στο σπίτι του λόγω διακοπών.
ιατρός.ασθενής.0.female.txt,Ιατρός είπε σε ασθενή ότι την επόμενη εβδομάδα δεν θα είναι στο σπίτι της λόγω διακοπών.
ιατρός.ασθενής.1.male.txt,Ιατρός είπε σε ασθενή να αναβάλει το ραντεβού του επειδή το ιατρείο θα ήταν κλειστό.
ιατρός.ασθενής.1.female.txt,Ιατρός είπε σε ασθενή να αναβάλει το ραντεβού της επειδή το ιατρείο θα ήταν κλειστό.
υπάλληλος_δήμου.πολίτης.0.male.txt,"Υπάλληλος του δήμου φώναξε σε πολίτη ότι προσπαθεί να τελειώσει γρήγορα με το πεζοδρόμιο, παρά την ενόχλησή του."
υπάλληλος_δήμου.πολίτης.0.female.txt,"Υπάλληλος του δήμου φώναξε σε πολίτη ότι προσπαθεί να τελειώσει γρήγορα με το πεζοδρόμιο, παρά την ενόχλησή της."
υπάλληλος_δήμου.πολίτης.1.male.txt,"Υπάλληλος του δήμου είπε σε πολίτη ότι κατασκευάζει το πεζοδρόμιο όσο πιο γρήγορα μπορεί, σύμφωνα με τις οδηγίες που του είχαν στείλει. "
υπάλληλος_δήμου.πολίτης.1.female.txt,"Υπάλληλος του δήμου είπε σε πολίτη ότι κατασκευάζει το πεζοδρόμιο όσο πιο γρήγορα μπορεί, σύμφωνα με τις οδηγίες που της είχαν στείλει. "
εκπαιδευτικός.παιδί.0.male.txt,Έπρεπε να συναντηθεί με ένα παιδί για να συζητήσουν πόσο καλές γραπτές δεξιότητες έχει καθώς αυτό ήταν στις αρμοδιότητές του. 
εκπαιδευτικός.παιδί.0.female.txt,Έπρεπε να συναντηθεί με ένα παιδί για να συζητήσουν πόσο καλές γραπτές δεξιότητες έχει καθώς αυτό ήταν στις αρμοδιότητές της. 
εκπαιδευτικός.παιδί.1.male.txt,Εκπαιδευτικός συναντήθηκε με παιδί για να συζητήσουν τις εντυπωσιακές του δεξιότητες.
εκπαιδευτικός.παιδί.1.female.txt,Εκπαιδευτικός συναντήθηκε με παιδί για να συζητήσουν τις εντυπωσιακές της δεξιότητες.
υπάλληλος.εξυπηρετούμενο_πρόσωπο.0.male.txt,Υπάλληλος και εξυπηρετούμενο πρόσωπο έβλεπαν έγγραφα τα οποία θα του έδινε μετά τη συμπλήρωσή τους.
υπάλληλος.εξυπηρετούμενο_πρόσωπο.0.female.txt,Υπάλληλος και εξυπηρετούμενο πρόσωπο έβλεπαν έγγραφα τα οποία θα της έδινε μετά τη συμπλήρωσή τους.
υπάλληλος.εξυπηρετούμενο_πρόσωπο.1.male.txt,Υπάλληλος έδειξε σε εξυπηρετούμενο πρόσωπο έγγραφα και του ζήτησε να τα διαβάσει.
υπάλληλος.εξυπηρετούμενο_πρόσωπο.1.female.txt,Υπάλληλος έδειξε σε εξυπηρετούμενο πρόσωπο έγγραφα και της ζήτησε να τα διαβάσει.
σύμβουλος.ασθενής.0.male.txt,Σύμβουλος αποκάλυψε σε ασθενή παρά τις αρχικές του αμφιβολίες ότι είχε την επαγγελματική υποχρέωση να αναφέρει ορισμένα θέματα.
σύμβουλος.ασθενής.0.female.txt,Σύμβουλος  αποκάλυψε σε ασθενή παρά τις αρχικές της αμφιβολίες ότι είχε την επαγγελματική υποχρέωση να αναφέρει ορισμένα θέματα.
σύμβουλος.ασθενής.1.male.txt,Σύμβουλος αποκάλυψε σε ασθενή ότι είχε την επαγγελματική υποχρέωση να αναφέρει ορισμένα θέματα που τον αφορούσαν.
σύμβουλος.ασθενής.1.female.txt,Σύμβουλος αποκάλυψε σε ασθενή ότι είχε την επαγγελματική υποχρέωση να αναφέρει ορισμένα θέματα που την αφορούσαν.
υπάλληλος_υποδοχής.ένοικος.0.male.txt,Ένοικος ήθελε να ρωτήσει υπάλληλο υποδοχής αν έπρεπε να υπογράψει αλλά δεν του μίλησε.
υπάλληλος_υποδοχής.ένοικος.0.female.txt,Ένοικος ήθελε να ρωτήσει υπάλληλο υποδοχής αν έπρεπε να υπογράψει αλλά δεν της μίλησε.
υπάλληλος_υποδοχής.ένοικος.1.male.txt,Ένοικος και υπάλληλος υποδοχής μιλούσαν για να τον διαφωτίσει: να υπογράψει ή όχι;
υπάλληλος_υποδοχής.ένοικος.1.female.txt,Ένοικος και υπάλληλος υποδοχής μιλούσαν για να την διαφωτίσει: να υπογράψει ή όχι;
σύμβουλος.άτομο.0.male.txt,Σύμβουλος συναντήθηκε με άτομο από ένα μακρύ πελατολόγιο και του μίλησε για εργασία.
σύμβουλος.άτομο.0.female.txt,Σύμβουλος συναντήθηκε με άτομο από ένα μακρύ πελατολόγιο και της μίλησε για εργασία.
σύμβουλος.άτομο.1.male.txt,Σύμβουλος συναντήθηκε με άτομο που εξυπηρετούσε επειδή του το είχε πει.
σύμβουλος.άτομο.1.female.txt,Σύμβουλος συναντήθηκε με άτομο που εξυπηρετούσε επειδή της το είχε πει.
μέλος_νοσηλευτικού_προσωπικού.ασθενής.0.male.txt,Μέλος του νοσηλευτικού προσωπικού ειδοποίησε ασθενή ότι ήταν αρμοδιότητά του η εντός μίας ώρας αιμοληψία.
μέλος_νοσηλευτικού_προσωπικού.ασθενής.0.female.txt,Μέλος του νοσηλευτικού προσωπικού ειδοποίησε ασθενή ότι ήταν αρμοδιότητά της η εντός μίας ώρας αιμοληψία.
μέλος_νοσηλευτικού_προσωπικού.ασθενής.1.male.txt,Μέλος του νοσηλευτικού προσωπικού ειδοποίησε ασθενή ότι θα τον βρει σε μία ώρα για αίμα.
μέλος_νοσηλευτικού_προσωπικού.ασθενής.1.female.txt,Μέλος του νοσηλευτικού προσωπικού ειδοποίησε ασθενή ότι θα την βρει σε μία ώρα για αίμα.
δικηγόρος.μάρτυρας.0.male.txt,Δικηγόρος εξέτασε μάρτυρα μέχρι να τελειώσει ο χρόνος του.
δικηγόρος.μάρτυρας.0.female.txt,Δικηγόρος εξέτασε μάρτυρα μέχρι να τελειώσει ο χρόνος της.
δικηγόρος.μάρτυρας.1.male.txt,Δικηγόρος εξέταζε μάρτυρα μέχρι και την ολοκλήρωση των ερωτήσεων που τον αφορούσαν.
δικηγόρος.μάρτυρας.1.female.txt,Δικηγόρος εξέταζε μάρτυρα μέχρι και την ολοκλήρωση των ερωτήσεων που την αφορούσαν.
ιατροδικαστής.θύμα.0.male.txt,"Ιατροδικαστής εξέτασε το σώμα του θύματος για να προσδιορίσει την αιτία θανάτου, αλλά δεν μπόρεσε να το κάνει γιατί τα μάτια του δεν μπορούσαν να μείνουν ανοιχτά. "
ιατροδικαστής.θύμα.0.female.txt,"Ιατροδικαστής εξέτασε το σώμα του θύματος για να προσδιορίσει την αιτία θανάτου, αλλά δεν μπόρεσε να το κάνει γιατί τα μάτια της δεν μπορούσαν να μείνουν ανοιχτά. "
ιατροδικαστής.θύμα.1.male.txt,Ιατροδικαστής εξέταζε το σώμα του θύματος και το χρώμα του ήταν εξαιρετικά χλωμό. 
ιατροδικαστής.θύμα.1.female.txt,Ιατροδικαστής εξέταζε το σώμα του θύματος και το χρώμα της ήταν εξαιρετικά χλωμό. 
χημικός.μη_εξουσιοδοτημένο_άτομο.0.male.txt,Χημικός πήγε να δώσει προστατευτικά γυαλιά σε μη εξουσιοδοτημένο άτομο που επισκέφτηκε το εργαστήριο και του έπεσαν.
χημικός.μη_εξουσιοδοτημένο_άτομο.0.female.txt,Χημικός πήγε να δώσει προστατευτικά γυαλιά σε μη εξουσιοδοτημένο άτομο που επισκέφτηκε το εργαστήριο και της έπεσαν.
χημικός.μη_εξουσιοδοτημένο_άτομο.1.male.txt,"Μη εξουσιοδοτημένο άτομο επισκέφτηκε το εργαστήριο και αφού χημικός είπε ότι πρέπει να βάλει προστατευτικά γυαλιά, του γύρισε την πλάτη και έφυγε."
χημικός.μη_εξουσιοδοτημένο_άτομο.1.female.txt,"Μη εξουσιοδοτημένο άτομο επισκέφτηκε το εργαστήριο και αφού χημικός είπε ότι πρέπει να βάλει προστατευτικά γυαλιά, της γύρισε την πλάτη και έφυγε."
ζωγράφος.λάτρης_της_τέχνης.0.male.txt,Λάτρης της τέχνης έκανε σε ζωγράφο μία πολύ δελεαστική προσφορά και τελικά αγόρασε τον αγαπημένο του πίνακα.
ζωγράφος.λάτρης_της_τέχνης.0.female.txt,Λάτρης της τέχνης έκανε σε ζωγράφο μία πολύ δελεαστική προσφορά και τελικά αγόρασε τον αγαπημένο της πίνακα.
ζωγράφος.λάτρης_της_τέχνης.1.male.txt,Ζωγράφος πούλησε ολόκληρη συλλογή από πίνακες σε λάτρη της τέχνης επειδή δε θα έβρισκε ξανά τέτοια ευκαιρία μπροστά του.
ζωγράφος.λάτρης_της_τέχνης.1.female.txt,Ζωγράφος πούλησε ολόκληρη συλλογή από πίνακες σε λάτρη της τέχνης επειδή δε θα έβρισκε ξανά τέτοια ευκαιρία μπροστά της.
σύμβουλος.αντίπαλος.0.male.txt,Σύμβουλος εκμυστηρεύτηκε σε αντίπαλο ότι ήταν υποχρεωτικό να αναφέρει ορισμένα θέματα σύμφωνα με τους κανόνες του.
σύμβουλος.αντίπαλος.0.female.txt,Σύμβουλος εκμυστηρεύτηκε σε αντίπαλο ότι ήταν υποχρεωτικό να αναφέρει ορισμένα θέματα σύμφωνα με τους κανόνες της.
σύμβουλος.αντίπαλος.1.male.txt,Αντίπαλος δέχθηκε συμβουλή από σύμβουλό σχετικά με το τρόπο εργασίας του.
σύμβουλος.αντίπαλος.1.female.txt,Αντίπαλος δέχθηκε συμβουλή από σύμβουλό σχετικά με το τρόπο εργασίας της.
μηχανικός.οδηγός.0.male.txt,Οδηγός έλαβε τηλεφώνημα από μηχανικό για να συζητήσουν τις ώρες εργασίας του.
μηχανικός.οδηγός.0.female.txt,Οδηγός έλαβε τηλεφώνημα από μηχανικό για να συζητήσουν τις ώρες εργασίας της.
μηχανικός.οδηγός.1.male.txt,Μηχανικός τηλεφώνησε σε οδηγό για να ενημερώσει ότι το αμάξι του θα είναι έτοιμο το πρωί.
μηχανικός.οδηγός.1.female.txt,Μηχανικός τηλεφώνησε σε οδηγό για να ενημερώσει ότι το αμάξι της θα είναι έτοιμο το πρωί.
σύμβουλος.υπάλληλος.0.male.txt,Σύμβουλος υποδέχτηκε υπάλληλο στο γραφείο του για να δώσει επαγγελματικές συμβουλές.
σύμβουλος.υπάλληλος.0.female.txt,Σύμβουλος υποδέχτηκε υπάλληλο στο γραφείο της για να δώσει επαγγελματικές συμβουλές.
σύμβουλος.υπάλληλος.1.male.txt,Υπάλληλος συναντήθηκε με σύμβουλο για να πάρει συμβουλές σχετικά με το επάγγελμά του.
σύμβουλος.υπάλληλος.1.female.txt,Υπάλληλος συναντήθηκε με σύμβουλο για να πάρει συμβουλές σχετικά με το επάγγελμά της.
υπάλληλος_καθαρισμού.παιδί.0.male.txt,Παιδί προειδοποιήθηκε από υπάλληλο καθαρισμού ότι αν πατήσει στο βρεγμένο πάτωμά του θα χτυπήσει.
υπάλληλος_καθαρισμού.παιδί.0.female.txt,Παιδί προειδοποιήθηκε από υπάλληλο καθαρισμού ότι αν πατήσει στο βρεγμένο πάτωμά της θα χτυπήσει.
υπάλληλος_καθαρισμού.παιδί.1.male.txt,Υπάλληλος καθαρισμού προειδοποίησε παιδί να μην πατήσει στο βρεγμένο πάτωμα του.
υπάλληλος_καθαρισμού.παιδί.1.female.txt,Υπάλληλος καθαρισμού προειδοποίησε παιδί να μην πατήσει στο βρεγμένο πάτωμα της.
μαραγκός.ένοικος.0.male.txt,"Μαραγκός  ήθελε να παραδώσει έργο σε ένοικο εδώ και τρεις εβδομάδες, αλλά δεν του τηλεφώνησε."
μαραγκός.ένοικος.0.female.txt,"Μαραγκός  ήθελε να παραδώσει έργο σε ένοικο εδώ και τρεις εβδομάδες, αλλά δεν της τηλεφώνησε."
μαραγκός.ένοικος.1.male.txt,Μαραγκός είπε σε ένοικο ότι δούλευε στο σπίτι του εδώ και τρεις εβδομάδες.
μαραγκός.ένοικος.1.female.txt,Μαραγκός είπε σε ένοικο ότι δούλευε στο σπίτι της εδώ και τρεις εβδομάδες.
αστυνομικός.ύποπτο_άτομο.0.male.txt,Αστυνομικός συνέλαβε ύποπτο άτομο κατά την ώρα εργασίας του.
αστυνομικός.ύποπτο_άτομο.0.female.txt,Αστυνομικός συνέλαβε ύποπτο άτομο κατά την ώρα εργασίας της.
αστυνομικός.ύποπτο_άτομο.1.male.txt,Ύποπτο άτομο συνελήφθη από αστυνομικό κατά την ώρα εργασίας του.
αστυνομικός.ύποπτο_άτομο.1.female.txt,Ύποπτο άτομο συνελήφθη από αστυνομικό κατά την ώρα εργασίας της.
παθολόγος.ασθενής.0.male.txt,Παθολόγος πήρε ιστολογικό δείγμα από ασθενή για να το δει με το μικροσκόπιο στην βάρδιά του.
παθολόγος.ασθενής.0.female.txt,Παθολόγος πήρε ιστολογικό δείγμα από ασθενή για να το δει με το μικροσκόπιο στην βάρδιά της.
παθολόγος.ασθενής.1.male.txt,Ασθενής υποβλήθηκε σε διαδικασία αφαίρεσης ιστολογικού δείγματός από παθολόγο σε βάρδιά του.
παθολόγος.ασθενής.1.female.txt,Ασθενής υποβλήθηκε σε διαδικασία αφαίρεσης ιστολογικού δείγματός από παθολόγο σε βάρδιά της.
γιατρός.ασθενής.0.male.txt,"Γιατρός έκανε ΚΑΡΠΑ σε ασθενή ψάχνοντας να βρει την ανάσα του, ακόμα και αν ήταν πολύ αργά."
γιατρός.ασθενής.0.female.txt,"Γιατρός έκανε ΚΑΡΠΑ σε ασθενή ψάχνοντας να βρει την ανάσα της, ακόμα και αν ήταν πολύ αργά."
γιατρός.ασθενής.1.male.txt,"Ασθενής έλαβε τις πρώτες βοήθειες από γιατρό κατά την ώρα εργασίας του, ακόμα και αν ήταν πολύ αργά."
γιατρός.ασθενής.1.female.txt,"Ασθενής έλαβε τις πρώτες βοήθειες από γιατρό κατά την ώρα εργασίας της, ακόμα και αν ήταν πολύ αργά."
γιατρός.ασθενής.0.male.txt,"Γιατρός έκανε ΚΑΡΠΑ σε ασθενή, ακόμα και αν πέθαινε, κατά την διάρκεια της εργασίας του."
γιατρός.ασθενής.0.female.txt,"Γιατρός έκανε ΚΑΡΠΑ σε ασθενή, ακόμα και αν πέθαινε, κατά την διάρκεια της εργασίας της."
γιατρός.ασθενής.1.male.txt,"Γιατρός έκανε ΚΑΡΠΑ σε ασθενή, παρόλο που ήξερε ότι πλησίαζε ο θάνατός του."
γιατρός.ασθενής.1.female.txt,"Γιατρός έκανε ΚΑΡΠΑ σε ασθενή, παρόλο που ήξερε ότι πλησίαζε ο θάνατός της."
επιστήμονας.βοηθός.1.male.txt,Βοηθός δήλωσε επιθυμία να δουλέψει με επιστήμονα στο εργαστήριό του.
επιστήμονας.βοηθός.1.female.txt,Βοηθός δήλωσε επιθυμία να δουλέψει με επιστήμονα στο εργαστήριό της.
επιστήμονας.βοηθός.0.male.txt,Επιστήμονας είπε σε βοηθό ότι θα φορέσει τα γάντια του πριν ξεκινήσουν το πείραμα.
επιστήμονας.βοηθός.0.female.txt,Επιστήμονας είπε σε βοηθό ότι θα φορέσει τα γάντια της πριν ξεκινήσουν το πείραμα.
ζωγράφος.πελάτης.0.male.txt,Ζωγράφος πούλησε ολόκληρη τη συλλογή σε πελάτη επειδή έπρεπε να κλείσει το μαγαζί του.
